Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsMultiColorSections,,Multi Color,,,,Flere farver,,Mehrfarbig ,,,,Monivärinen,,Multi couleur,,Több színű,,Multicolore,,Daugiaspalvės sekcijos,,Dažādu krāsu sekcijas,,Meerdere Kleuren,,Flerfarge,,Multi Colot,,,,Многоцветный,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsN_East,,NEast,,zNEast,,Nord Øst,,Nordost,,Noreste,,Koillinen,,NEst,,Északkelet,,Nord Est,,Šiaurės rytai,,Z Austrumi,,NoordOost,,NØst,,Pn-Wsch,,Nordeste,,Северо-Восток,,Severo-Východ,,Severoistok,,K Doğu,,Північний Схід,,N东
AgOpenGPS,Culture\gStr,gsN_West,,NWest,,NWest,,Nord Vest,,Nordwest,,Noroeste,,Luode,,NOuest,,Északnyugat,,Nord Ovest,,Šiaurės vakarai,,Z Rietumi,,NoordWest,,NVest,,Pn-Zach,,Noroeste,,Северо-Запад,,Severo-Západ,,Severozapad,,K Batı,,Північний Захід,,N西
AgOpenGPS,Culture\gStr,gsNew,,New,,zNew,,Ny,,Neu,,Nuevo,,Uusi,,Nouveau,,Új,,Nuovo,,Naujas,,Jauns,,Nieuw,,Ny,,Nowy,,Novo,,Новый,,Nový,,Nova,,Yeni,,Новий,,新建
AgOpenGPS,Culture\gStr,gsNextGuidanceLine,,Next Guidance Line,,,,Næste styrelinje,,Nächste Linie,,,,Seuraava Linja,,Ligne de guidage suivante,,Következő nyomvonal,,Prossima Linea AB,,Sekanti navigavimo linija,,Nākamā navigācijas līnija,,Volgende lijn,,Neste veiledningslinje,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsNight,,Night,,,,Nat,,Nacht,,,,Yö,,Nuit,,Éjjel,,Notte,,Naktis,,Nakts,,Nacht,,Natt,,Noc,,,,Ночь,,,,Noć,,,,,,
AgOpenGPS,Culture\gStr,gsNoABLineActive,,No ABLine Active,,zNo ABLine Active,,Ingen Aktiv AB Linie,,Keine A-B Linie aktiv,,Ninguna Línea AB activa,,Ei aktiivista AB-linjaa,,Aucune ligne AB activée,,Nincs akítv AB vonal,,Nessuna Linea AB Attiva,,Nėra aktyvios AB linijos,,Nav aktīvas AB līnijas,,Geen AB lijn actief,,Ingen AB-linje aktiv,,Brak aktywnej prostej AB,,Sem ABLine ativo,,Нет активной (АВ) линии,,Žiadna AB línia aktívna,,AB linija nije aktivna,,ABLine Etkin Değil,,Немає активних (AB) ліній,,未激活AB线
AgOpenGPS,Culture\gStr,gsNoBoundary,,No Boundary,,zNo Boundary,,Ingen Kant,,Keine Außengrenze,,Ningún contorno activo,,Ei rajaa,,Aucune bordure,,Nincs határvonal,,Nessun Confine,,Nėra ribų,,Nav robežu,,Geen perceelgrens,,Ingen grense,,Brak granicy,,Sem limite,,Нет границ,,Žiadna hranica,,Nema granice,,Sınırsız,,Немає меж,,无边界
AgOpenGPS,Culture\gStr,gsNoFieldsFound,,No Fields Found,,zNo Fields Found,,Ingen Mark Fundet,,Kein Feld gefunden,,Ninguna parcela encontrada,,Peltoja ei löydy,,Aucun champ trouvé,,Nem található terület,,Nessun Campo Trovato,,Nerasta laukų,,Nav atrasts neviens lauks,,Geen percelen gevonden,,Ingen skifter funnet,,Nie znaleziono pól,,Nenhum campo encontrado,,Поля не найдены,,Žiadne pole nenájdené,,Parcela nije pronađena,,Alan Bulunamadı,,Поля не знайдено,,未发现田块
AgOpenGPS,Culture\gStr,gsNoGuidanceLines,,No Guidance Lines,,zNo Guidance Lines,,Ingen Styrelinje,,Keine Führungslinien,,Ninguna línea de guía encontrada,,Ei ohjauslinjoja,,Aucune ligne de guidage,,Nincs irányvonal,,Nessuna Linea Guida,,Nėra navigacinės linijos,,Nav navigācija līniju,,Geen geleidingslijnen,,Ingen kjørespor,,Brak linii nawigacyjnych,,Sem linhas de orientação,,Нет направляющих линий,,Žiadne navigačné línie,,Nema linija za navođenje,,Kılavuz Hat Yok,,Немає Направляючих Ліній,,无导航线
AgOpenGPS,Culture\gStr,gsNoSettingsWithIMU,,No Settings With IMU,,zNo Settings With IMU,,,,keine Einstellung mit IMU nötig,,Sin ajustes con IMU,,Ei asetuksia IMU: n kanssa,,Aucun paramètres  IMU,,Nem állítható IMUval,,Nessuna Configurazione con IMU,,Nėra nustatymų su IMU,,Nav iestatījumu ar IMU,,Geen instellingen met IMU,,Ingen innstillinger med IMU,,Brak ustawień IMU,,Sem configurações com IMU,,Нет настроек с IMU,,Žiadne nastavenia IMU,,Nema IMU podešavanja,,,,Немає налаштувань з IMU,,
AgOpenGPS,Culture\gStr,gsNone,,None,,zNone,,Ingen,,keine,,Ninguno/a,,Ei mitään,,Aucun,,Nincs,,Nessuna  ,,Joks,,Nav,,NA,,Ingen,,Brak,,Nenhum,,Нет,,Žiadny,,Nijedna,,Hiçbiri,,Немає,,无
AgOpenGPS,Culture\gStr,gsNoneUsed,,None Used,,zNone Used,,Ingen Brugt,,Keine verwendet,,Ninguno en uso,,Ei mitään käytetty,,Pas utilisé,,Nincs használva,,Non Usato,,Nenaudota,,Nav lietots,,Niet gebruikt,,Ingen brukt,,Nie wykorzystano,,Nenhum usado,,Не используется,,Nič nepoužité,,Nijedna,,Hiçbiri kullanılmadı,,Нічого не використ.,,未使用
AgOpenGPS,Culture\gStr,gsNorth,,North,,zNorth,,Nord,,Norden,,Norte,,Pohjoinen,,Nord,,Észak,,Nord   ,,Šiaurė,,Ziemeļi,,Noord,,Nord,,Północ,,Norte,,Север,,Sever,,Sever,,Kuzey,,Північ,,倍极
AgOpenGPS,Culture\gStr,gsNothingDeleted,,Nothing Deleted,,zNothing Deleted,,Intet Slettet,,Es wurde nichts gelöscht,,Nada borrado,,Mitään ei poistettu,,Rien de supprimé,,Törlés megszakítva,,Nulla E' Stato Cancellato,,Niekas neištrinta,,Nekas nav izdzēsts,,Niets verwijderd,,Ingenting slettet,,Nic nie usunięto,,Nada excluído,,Ничего не удалено,,Nič nebolo nevymazané,,Ništa nije obrisano,,Hiçbir şey Silinmedi,,Нічого не видалено,,未删除
AgOpenGPS,Culture\gStr,gsNudge,,Nudge:,,,,Nudge,,,,,,Linjan Korjaus,,Décalage,,Nyomvonalelhúzás,,Spinta:,,Stumtelti,,Pabīdīt:,,Lijn-Nudge:,,,,,,,,Сдвиг линии:,,,,Pomeraj,,,,,,
AgOpenGPS,Culture\gStr,gsNudgeDistance,,Nudge Distance,,,,Nudge afstand,,,,,,Linjan korjauksen etäisyys,,Distance de décalage,,Nyonvonal elhúzás távolsága,,Distanza Spinta,,Stumtelėjimo atstumas,,Nobīdes attālums,,Verplaats-afstand,,,,Odległość przesunięcia,,,,,,,,Udaljenost,,,,,,
AgOpenGPS,Culture\gStr,gsNudgeRefTrack,,Move Reference Track,,,,,,Referenzspur verschieben,,,,Siirrä referenssilinjaa,,Déplacer chemin de référence,,Referencia vonal elmozgatása,,Sposta Traccia di Riferimento,,Perkelti sekimo liniją,,Pārvietot atsauces līniju,,Verplaatst Referentie Lijn,,Flytt referansespor,,Przenieś ścieżkę odniesienia,,,,Сдвиг опорной линии,,,,Pomeri referentnu liniju,,,,,,
AgOpenGPS,Culture\gStr,gsOff,,Off,,,,,,Aus,,,,Pois,,Off,,Ki,,Off,,,,Izslēgts,,Uit,,Av,,Off,,,,Выкл.,,,,OFF,,,,,,
AgOpenGPS,Culture\gStr,gsOffset,,Offset,,zOffset,,Offset,,Offset,,Offset (desfase),,Siirto,,Décalage,,Eltolás,,Offset,,Poslinkis,,Nobīde,,Verschuiving,,Forskyvning,,Przesunięcie anteny,,Desvio,,Смещение,,Vzdialenosť,,Odstojanje,,Ofset,,Зміщення,,偏移
AgOpenGPS,Culture\gStr,gsOffsetFix,,Offset Fix,,zOffset Fix,,Offset Fix,,Offset Fix,,Corregir desfase,,Pellon Keskitys,,Corriger décalage,,Fix eltolás,,Offset Fix,,Poslinkio pataisymas,,Nobīdes labojums,,FIX verschuiving,,Forskyvningsfiksering,,Poprawka przesunięcia,,Correção de deslocamento,,Исправление смещения,,Nastavenie posunutia,,Podešavanje odstojanja,,Ofset Düzeltme,,Зміщення фіксов.,,偏移固定
AgOpenGPS,Culture\gStr,gsOn,,On,,,,,,An,,,,Päällä,,On,,Be,,On,,Įjungta,,Ieslēgts,,Aan,,På,,On,,,,Вкл.,,,,ON,,,,,,
AgOpenGPS,Culture\gStr,gsOnDelay,,On-Delay,,,,,,An-Delay,,,,Päällekytkennän viive,,Délais-On,,,,Delay-ON,,Įjungimo uždelsimas,,Aktivizācijas aizkave,,Vertraging,,På-forsinkelse,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsOnOff,,On/Off,,,,,,Ein / Aus,,,,Päälle/Pois,,On/Off,,Be/Ki,,On/Off,,Įjungta/išjungta,,Ieslēgt/izslēgt,,Aan/Uit,,På/Av,,On/Off,,,,,,,,ON/OFF,,,,,,
AgOpenGPS,Culture\gStr,gsOpacity,,Opacity:,,,,Gennemsigtighed,,,,,,Läpinäkyvyys:,,Opacité:,,Átlátszóság,,Opacità:,,Permatomumas:,,Caurspīdīgums:,,Transparantie:,,Gjennomsiktighet:,,,,,,Прозрачность:,,,,Transparetnost,,,,,,
AgOpenGPS,Culture\gStr,gsOpen,,Open,,zOpen,,Åben,,Öffnen,,Abrir,,Avaa,,Ouvrir,,Megnyit,,Apri,,Atidaryti,,Atvērt,,Openen,,Åpne,,Otwórz,,Abrir,,Открыть,,Otvoriť,,Otvori,,Açık,,Відчинити,,打开
AgOpenGPS,Culture\gStr,gsOuter,,Outer,,zOuter,,Ydre,,Äußere,,Externo,,Ulko,,Extérieure,,Külső,,Esterno,,Išorinis,,Ārējais,,Buitenste,,Ytre,,Zewnętrzny,,Exterior,,Внешний,,Vonkajšia,,Spoljni,,Dış,,Зовнішн.,,外面的
AgOpenGPS,Culture\gStr,gsOverlap,,Overlap:,,,,,,Überlappung,,,,Limitys:,,Doublure,,Átfedés:,,Sormonto:,,Persidengimas,,Pārklājums:,,Overlapping:,,Overlapp:,,Nakładka:,,,,,,,,Preklop:,,,,,,
AgOpenGPS,Culture\gStr,gsOverlapGap,,Overlap / Gap,,,,,,Überlappung / Lücke,,,,Limitys / Väli,,Chevauchement / Écart,,Átfedés / Kihagyás,,Sormonto / Spaziatura,,Persidengimas/Tarpas,,Pārklājums / sprauga,,Overlapping / Gat,,Overlapp / Gap,,Nakładka / Odstęp,,,,Перекрытие / Пропуск,,,,Preklop/razmak,,,,,,
AgOpenGPS,Culture\gStr,gsOverride,,Override,,,,,,Manuell aktivieren,,,,Ylikirjoita,,Remplacer,,Felülír,,Sovrascrivi,,Nepaisyti,,Aizstāt,,Handmatig inschakelen,,Overstyring,,Zastąpić,,,,Заменить,,,,Prepiši,,,,,,
AgOpenGPS,Culture\gStr,gsOvershootReduction,,Overshoot Reduction,,zOvershoot Reduction,,Overstyrings Reduction,,Überschwingungsreduzierung,,Reducción de sobreimpulso,,Ylitysvähennys,,Réduction de dépassement,,Kígyózás csökkentése,,Riduzione Superamento Linea,,Vairo persukimo sumažinimas,,Pārbrauciena samazināšana,,Reduceer over-de-lijn reactie,,Reduksjon av overskridelse,,Redukcja przekroczenia,,Redução de excesso,,Уменьшение превышения,,Redukcia prestrelení,,Smanjite reakciju preko linije,,Limit aşımı Azaltma,,Зменш. переобсяг ,,减小过冲
AgOpenGPS,Culture\gStr,gsPass,,Pass #,,zPass #,,Træk #,,Durchgang #,,Nº de Pasadas,,Veto #,,Passage #,,Fogás #,,Passata,,Praleisti,,Gājiens #,,Werkgang #,,Passering #,,Przejazd nr,,Passar #,,Перейти #,,Prejazd č,,Prohod br,,Pass #,,Прохід #,,通过
AgOpenGPS,Culture\gStr,gsPasses,,Passes,,zPasses,,Træk,,Spuranzahl,,Pasadas,,Ajouria,,Passages,,Fogások,,Passate,,Praleidimai,,Gājieni,,Werkgangen,,Passeringer,,Przejazdy,,Passes,,Проходить,,Prejazdy,,Prohodi,,Passes,,Проходи,,通行证
AgOpenGPS,Culture\gStr,gsPastEndOfCurve,,Past End Of Curve,,zPastEndOfCurve,,,,Ende der Kurve erreicht!,,,,Käyrän entinen loppu,,,,Elértük a vonal végét,,Raggiunto Fine Curva,,Už kreivės,,Līknes gals,,Einde Curve bereikt!,,Forbi kurvens ende,,,,Fim da Curva Passado,,Конец прошлой линии,,,,Prelaz kraja krive,,,,,,
AgOpenGPS,Culture\gStr,gsPause,,Pause,,zPause,,Pause,,Pause,,Pausa,,Tauko,,Pause,,Pause,,Pausa,,Pauzė,,Pauze,,Pauze,,Pause,,Pauza,,Pausa,,Пауза,,Pauza,,Pauza,,Duraklat,,Пауза,,暂停
AgOpenGPS,Culture\gStr,gsPivot,,Pivot,,,,,,Drehpunkt,,,,Pivot,,Pivot,,Csuklópont,,Pivot,,Posūkio ašis,,Riņķot,,Cirkel,,Pivot,,Oś,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPivotDistance,,Pivot Distance,,,,,,Abstand Antenne zur Hinterachse,,,,Pivot Etäisyys,,Distance du pivot,,Csuklópont távolság,,Distanza Antenna da Asse Posteriore,,Atstumas nuo galinės ašies,,Attālums no aizmugurējās ass,,Afstand antenne tot achteras,,Pivotavstand,,Odległość obrotu,,,,Расстояние до оси,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPlantPop,,Plant Pop,,,,,,Anlage,,,,Kasvitiheys,,,,Tőszám,,,,Padargo pop,,,,Plant-actie,,Plantepop,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPleaseEnterABLine,,Please Enter ABLine,,zPlease Enter ABLine,,Vælg AB Linie,,Bitte A-B Linie eingeben,,Introducir una línea AB,,Syötä AB-Linja,,Entrer une ligne AB,,Adj meg AB vonalat,,Inserire Linea AB,,Prašome įvesti į AB liniją,,Lūdzu  ievadiet AB Līniju,,Volg AB lijn aub,,Vennligst skriv inn AB-linje,,Wprowadź Linię AB,,Por favor insira ABLine,,Пожалуйста  введите линию АВ,,Prosím vložte AB líniu,,Unesite AB Liniju,,Lütfen ABline girin,,Будь ласка  Введіть (AB) лінію,,请输入AB线
AgOpenGPS,Culture\gStr,gsPleaseWait,,Please Wait...,,,,Vent venligst,,Bitte warten...,,,,Odota...,,Attendez...,,Kérlek várj...,,Attendi...,,Palaukite...,,Lūdzu  pagaidiet ...,,Even wachten...,,Vennligst vent...,,Prosze czekać...,,,,Пожалуйста ждите...,,,,Molim sačekajte,,,,,,
AgOpenGPS,Culture\gStr,gsPoint,,Point,,,,Punkt,,Punkt,,,,Piste,,Point,,Pont,,Punto,,Taškas,,Punkts,,Punt,,Punkt,,Punkt,,,,Точка,,,,Tačka,,,,,,
AgOpenGPS,Culture\gStr,gsPoints,,Points,,,,Punkter,,Punkte,,,,Pisteet,,Points,,Pontok,,Punti,,Taškai,,Punkti,,Punten,,Punkter,,Punkty,,,,Точки,,,,Tačka,,,,,,
AgOpenGPS,Culture\gStr,gsPointsToProcess,,Points to Process,,,,Punkter at bearbejde,,Zu berechnende Punkte,,,,Prosessoitavat pisteet,,Points à traiter,,Pontok feldolgozása,,Punti da Calcolare,,Taškai apdorojimui,,Punkti apstrādei,,Punten te berekenen,,Punkt å behandle,,Punkty do przetworzenia,,,,Точки для обработки,,,,Tačke za obradu,,,,,,
AgOpenGPS,Culture\gStr,gsPolygons,,Polygons,,,,,,Polygone,,,,Polygonit,,Polygones,,Polygonok,,Poligoni,,Poligonai,,Poligoni,,,,Polygoner,,,,,,Полигоны,,,,Poligoni,,,,,,
AgOpenGPS,Culture\gStr,gsPowerLoss,,Power Loss Shutdown,,,,,,Herunterfahren ohne Netzteil,,,,Sammutus virtakatkoksen sattuessa,,Arrêt perte de charge,,Leállítás a töltés megszűnésekor,,Spegnimento Mancata Alimentazione,,Išjungimas dingus maitinimui,,Izslēgšana strāvas padeves pārtraukuma gadījumā,,Schakel uit op batterij,,Strømbrudd avstenging,,,,,,Откл. при потере питания,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPresetColor,,Select Preset Color,,,,,,Voreingestellte Farbe auswählen,,,,Valitse oletus väri,,Sélect. couleur prédéfinie,,Válassz egy színt,,Seleziona Colore Preimpostato,,Pasirinkite spalvą,,Atlasiet iepriekš iestatīto krāsu,,Selecteer Preset Kleur,,Velg forhåndsinnstilt farge,,Wybierz wstępnie ustawiony kolor,,,,Выберите цвет,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPressureSensorValueLabel,,Pressure (bar),,zPressure,,Tryk (bar),,Druck (bar),,Presión (bar),,Paine (bar),,Pression (bar),,Nyomás (bar),,Pressione (bar),,Slėgis (barais),,Spiediens (bar),,Bar,,Trykk (bar),,Ciśnienie (bar),,Pressão (barra),,Давление (бар),,Tlak (bar),,Pritisak (bar),,Basınç (bar),,Тиск (бар),,压力(bar)
AgOpenGPS,Culture\gStr,gsPressureTurnSensor,,Pressure Turn Sensor,,,,,,Drucksensor,,,,Ohjauksen vapautuksen paineanturi,,Capteur pression,,Nyomás érzékelő,,Sensore di Pressione rotazione volante,,Pasukimo jėgos daviklis,,Pagrieziena spēka sensors,,Druk-sensor,,Trykkdreiesensor,,Czujnik skrętu ciśnienia,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPreview,,Preview,,,,,,Vorschau,,,,Esikatselu,,Aperçu,,Előnézet,,Anteprima,,Peržiūra,,Priekšskatījums,,Voorbeeld,,Forhåndsvisning,,Podgląd,,,,Превью,,,,Pregled,,,,,,
AgOpenGPS,Culture\gStr,gsProblemMakingPath,,Problem Making Path,,zProblem Making Path,,Kan Ikke Oprette Sti,,Problem beim Erstellen des Pfades,,Problemas al crear una ruta,,Ongelman polun luonnissa,,Problème de création de chemin,,Probléma az útvonal készítésében,,Problema Creazione Percorso,,Problema kuriant kelią,,Problēma  veidojot ceļu,,Probleem tijdens het maken van pad,,Klarer ikke å lage vei,,Problemy z utworzeniem ścieżki,,Caminho para criar problemas,,Проблема создания пути,,Problém pri vytváraní cesty,,Problem pri kreiranju putanje,,Yol Yapma Problemi,,Проблема створення шляху,,路径创建问题
AgOpenGPS,Culture\gStr,gsProgramWillExitPleaseRestart,,Program Will Exit Please Restart,,zProgram Will Exit Please Restart,,Program Afsluttes  Venligst Genstart,,Programm wird beendet – bitte neu starten,,El programa se cerrará. Reinicie.,,Ohjelma sulkeutuu  ole hyvä ja käynnistä uudelleen,,Problème persistant - Redémarrer,,A program most kilép  indítsd el újra,,Il Programma Verra' Chiuso  Riavviare,,Programa išsijungs  prašome paleisti iš naujo,,Programma tiks aizvērta  lūdzu  restartējiet,,Programma word afgesloten  start opnieuw,,Programmet vil avslutte  vennligst start på nytt,,Program zakończy pracę. Uruchom ponownie,,O programa será encerrado  reinicie,,Приложение остановлено. Пожалуйста перезапустите,,Program bude ukončený - Prosím reštartujte!,,Gašenje programa  molim restartujte,,Programdan Çıkılacak Lütfen Yeniden Başlatın,,Вихід із програми Будь ласка Перезавантажте,,请重启以解决问题
AgOpenGPS,Culture\gStr,gsProportionalGain,,Proportional Gain,,,,,,Proportionaler Faktor,,,,Suhteellinen vahvistus,,Gain proportionnel,,Agresszivitás,,Guadagno Proporzionale,,Proporcingas priartėjimas,,Proporcionālais ieguvums,,Versterking,,Proposjonal økning,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsQuickAB,,Quick AB Line creator,,,,,,A+  AB-Gerade  AB-Kurve,,,,Pika AB-linjan luonti,,Créateur rapide de ligne AB,,Gyors AB készítő,,Creazione Veloce Linea AB,,Greitas AB kūrimas,,Ātrā AB līnijas izveidošana,,Snelle AB-lijn maken,,Hurtig AB-linje oppretter,,Szybki kreator linii AB,,,,Быстрое создание линий АВ,,,,Brza AB linija,,,,,,
AgOpenGPS,Culture\gStr,gsRaiseTime,,Raise Time,,,,Løfte tid,,Zeit erhöhen,,,,Nosto aika,,Temps montée,,Emelési időzítés,,Tempo Di Alzata,,Kėlimo laikas,,Pacelšanas laiks,,Hef-tijd,,Løfte-tid,,Czas podnoszenia,,,,Время подъема,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsRate,,Rate,,,,Dosering,,,,,,Määrä,,Taux,,Ráta,,Rateo,,Sparta,,Ātrums,,Ratio,,Dosering,,,,,,,,,,Tempo,,,,,,
AgOpenGPS,Culture\gStr,gsReallyResetEverything,,Really Reset Everything,,zReally Reset Everything,,Helt Sikker  Nulstille alt,,Wirklich alles zurücksetzten?,,Necesario reiniciar todo,,Haluatko todella nollata kaikki,,Nécessité de tout réinitialiser,,Tényleg mindent töröl,,Resettare Tutto Per Davvero,,Nustatyti iš naujo,,Tiešām atiestatīt visu,,Alles terugzetten naar defaults,,Tilbakestill alt. Helt sikker?,,Musisz wszystko ponownie zrestartować,,Realmente redefinir tudo,,Сбросить настройки,,Naozaj všetko resetovať?,,Da li zaista želite sve da resetujete?,,Her Şeyi Gerçekten Sıfırla,,Справді Скинути Все,,确定全部重置
AgOpenGPS,Culture\gStr,gsRecord,,Record,,zRecord,,Record,,Aufzeichnung,,Grabar,,Tallenna,,Enregistrer,,Rögzít,,Registrazione,,Įrašas,,Ieraksts,,Registreren,,Ta opp,,Rejestruj,,Registro,,Запись,,Nahrávať,,Upis,,Kayıt,,Запис,,记录
AgOpenGPS,Culture\gStr,gsRecordedPathFileIsCorrupt,,Recorded Path File Corrupt,,zRecorded Path File Corrupt,, Fejl I Optaget Fil/Sti,,Pfad Datei fehlerhaft,,Fichero de ruta corrupto,,Tallennettu polkutiedosto korruptoitu,,Fichier de chemin enregistré corrompu,,Rögzített útvonalt tartalmazó fájl sérült,,File Percorso Corrotto,,Sugadintas įrašyto kelio failas,,Ierakstītais ceļa fails ir bojāts,,Opgenomen-pad bestand corrupt,,Vei-fil er korrupt,,Plik zarejestrowanej ścieżki jest uszkodzony,,Arquivo de caminho gravado corrompido,,Записанный файл пути поврежден,,Súbor s nahranou cestou je neplatný,,Fajl upisanih putanja je neispravan,,Kayıtlı Yol Dosyası Bozuk,,Файл записаного шляху пошкоджено,,记录文件错误
AgOpenGPS,Culture\gStr,gsRecordedPathMenu,,Recorded Path,,zRecordedPath,,Optaget sti,,Aufgezeichnete Pfade,,Fichero de ruta,,Tallennettu polku,,Chemin enregistré,,Rögzített útvonal,,Percorso Registrato,,Įrašytas kelias,,Ierakstītais ceļš,,Opgenomen pad Menu,,Innspilt vei,,Rejestruj ścieżki,,Caminho gravado,,Запись пути,,Nahraná trasa,,Upisane putanje,,,,Записаний шлях,,
AgOpenGPS,Culture\gStr,gsRecordedPathPicker,,Record Path Load,,,,Indlæs optaget sti,,Aufgezeichneten Pfad laden,,,,Tallenetun polun avaus,,Ouvrir chemin enregistré,,Rögzített útvonal betöltése,,Caricamento Percorso Registrato,,Įkelti įrašytą kelią,,Ielādējiet ierakstīto ceļu,,Opgenomen Lijn Laden,,Last inn vei,,Załaduj nagrana ścieżkę,,,,Загрузить записанный путь,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsReducedPoints,,Reduced Points,,,,,,Punkte reduzieren,,,,Vähennä Pisteitä,,,,Kevesebb pont,,Ridurre i Punti,,Sumažintas taškų skaičius,,Samazināts punktu skaits,,Verminder Punten,,Reduserte punkt,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsRemain,,Remain,,,,,,Verbleibend,,,,Jäljellä,,Restant,,Megtart,,Rimanente,,Liko,,Atlikušais,,Te doen,,Gjenstår,,Pozostało,,,,,,,,Preost.,,,,,,
AgOpenGPS,Culture\gStr,gsRemoveOffset,,Remove Offset,,,,Fjern offset,,Versatz entfernen,,,,Poista Offset,,Supprimer calibrage,,Eltolás törlése,,Rimozione Offset,,Panaikinti kompensavimą,,Noņemt nobīdi,,Verwijder Offset,,Fjern forskyvning,,Usuń przesunięcie,,,,Удалить смещение,,,,Ukini pomeraj,,,,,,
AgOpenGPS,Culture\gStr,gsReset,,Reset,,,,,,,,,,Nollaa,,Reset,,Reset,,Reset,,,,Atiestatīt,,Herstel,,Tilbakestill,,Reset,,,,Сброс,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsResetAll,,Reset All,,zReset All,,Nulstil Alt,,Alles zurücksetzen,,Reiniciar Todo,,Nollaa kaikki,,Réinitialiser tout,,Minden törlése,,Resettare Tutto,,Iš naujo nustatyti viską,,Atiestatīt visu,,Zet alles terug,,Tilbakestill alt,,Zresetuj wszystko,,Reiniciar tudo,,Сбросить все настройки,,Resetovať,,Resetuj sve,,Hepsini sıfırla,,Скинути все,,全部重置
AgOpenGPS,Culture\gStr,gsResetAllForSure,,Reset All For Sure?,,zReset All For Sure?,,Nulstil Alt  Er Du Sikker?,,Wirklich alles zurücksetzten?,,Seguro que desea reiniciar todo?,,Nollaa kaikki varmasti?,,Tout réinitialiser ?,,Biztosan mindent visszaállít?,,Sicuro Di Resettare Tutto?,,Ar tikrai iš naujo nustatyti viską?,,Atiestatīt visu  Esi pārliecināts?,,Weet u het zeker?,,Tilbakestill alt. Helt sikker?,,Czy na pewno zresetować wszystko?,,Redefinir tudo com certeza?,,Сбросить все. Вы уверены?,,Naozaj všetko resetovať?,,Da li zaista želite sve da resetujete?,,Her Şeyi Kesin Olarak Sıfırla?,,Скинути Все? Ви впевнені?,,确认重置全部?
AgOpenGPS,Culture\gStr,gsResume,,Resume,,zResume,,Genoptag,,Fortsetzen,,Continuar,,Jatkaa,,Reprendre,,Folytatás,,Continua,,Atnaujinti,,Turpināt,,Hervat,,Fortsett,,Wznawianie,,Retomar,,Продолжить,,Obnoviť posledné,,Nastavi,,Devam et,,Відновити,,简介
AgOpenGPS,Culture\gStr,gsReverseDistance,,Reverse Distance,,,,,,Rückwärts Distanz,,,,Peruutus etäisyys,,Distance inversée,,Tolatás távolság,,Distanza Retromarcia,,Atgalinis atstumas,,Apgriezts attālums,,Achteruit-Afstand,,Omvendt avstand,,Odwrócona odległość,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsReverseSteer,,Reverse Detection,,,,,,Rückwärts Erkennung,,,,Peruutuksen tunnistus,,Inversion de sens,,Tolatás detektálás,,Identificazione Retromarcia,,Atbulinio aptikimas,,Atpakaļgaitas noteikšana,,Achteruit geleiding,,Omvendt deteksjon,,Wykrywanie wstecznego,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsRight,,Right,,,,Højre,,Rechts,,,,Oikea,,Droite,,Jobb,,Destra,,Dešinė,,Pareizi,,Rechts,,Høyre,,Prawo,,,,Право,,,,Desno,,,,,,
AgOpenGPS,Culture\gStr,gsRightMenu,,Right Menu,,,,Højre Menu,,Rechtes Menü,,,,Oikea Valikko,,Menu droite,,Jobb Menü,,Menù di Destra,,Dešinys menu,,Labās puses izvēlne,,Rechter Menu,,Høyre-meny,,Prawe Menu,,,,Правое меню,,,,Desni meni,,,,,,
AgOpenGPS,Culture\gStr,gsRollFilter,,Roll Filter,,,,,,Rollfilter,,,,Gyroskoopin Suodatus,,Filtre du roulis,,Dőlés szűrő,,Filtro Rollio,,Pasvirimo filtras,,Slīpuma filtrs,,Gyroscoop Filter,,Tilt-filter,,,,,,Фильтр наклона,,,,,,,,,,
