Project,File,Key,Comment,,Comment.af,.af,Comment.da,.da,Comment.de,.de,Comment.es,.es,Comment.fi,.fi,Comment.fr,.fr,Comment.hu,.hu,Comment.it,.it,Comment.lt,.lt,Comment.lv,.lv,Comment.nl,.nl,Comment.no,.no,Comment.pl,.pl,Comment.pt,.pt,Comment.ru,.ru,Comment.sk,.sk,Comment.sr,.sr,Comment.tr,.tr,Comment.uk,.uk,Comment.zh-CHS,.zh-CHS
AgOpenGPS,Culture\gStr,gsMissingFlagsFile,,Missing Flag File,,zMissing Flag File,,Mangler Flag fil,,Flaggen Datei fehlt,,Sin fichero de marcas,,Puuttuva lipputiedosto,,Fichier drapeau manquant,,Hiányzó zászló fájl,,File Segnaposto Mancante,,Tr?ksta v?liav?l?s failo,,Tr?kst Karoga fails,,POI-Bestand ontbreekt,,Manglende flaggfil,,Brak pliku Flag,,Arquivo de sinalização ausente,,????????????? ???? ???????,,Súbor so zna?kami nenájdený,,Nije prona?en fajl sa obeležjima,,Eksik Bayrak Dosyas?,,????????? ???? ???????,,??????
AgOpenGPS,Culture\gStr,gsMissingSectionFile,,Missing Section File,,zMissing Section File,,Mangler Sektions Fil,,Datei der bearbeiteten Fläche fehlt,,Falta fichero de Sección,,Puuttuva lohkotiedosto,,Fichier section manquant,,Hiányzó szekció fájl,,File Sezioni Mancante,,Tr?kstamas sekcijos failas,,Tr?kst Sekciju fails,,Secties bestand ontbreekt,,Manglende seksjonsfil,,Brak pliku sekcji,,Arquivo de seção ausente,,??????????? ???? ???????,,Súbor so spracovanou plochou nenájdený,,Nije prona?en fajl sa sekcijama,,Eksik Bölüm Dosyas?,,????????? ???? ???????,,??????
AgOpenGPS,Culture\gStr,gsMode,,Mode,,,,,,Modus,,,,Tila,,Mode,,Mód,,Modalità,,Režimas,,Rež?ms,,Modus,,Modus,,Tryb,,,,?????,,,,Mod,,,,,,
AgOpenGPS,Culture\gStr,gsMore,,More,,,,Mere,,Mehr,,,,Lisää,,Plus,,További,,Altro,,Daugiau,,Vair?k,,Meer,,Mer,,Wi?cej,,,,??????,,,,Više,,,,,,
AgOpenGPS,Culture\gStr,gsMotorDriver,,Motor Driver Type,,,,,,Motortreibertyp ,,,,Moottorin ohjaimen tyyppi,,Driver moteur,,Motor meghajtó típusa,,Tipologia di Driver Motore,,Variklio kontrolerio tipas,,Motora kontroliera tips,,Motor-aansturing,,Motordriver type,,Typ sterownika silnika,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsMultiColorSections,,Multi Color,,,,Flere farver,,Mehrfarbig ,,,,Monivärinen,,Multi couleur,,Több szín?,,Multicolore,,Daugiaspalv?s sekcijos,,Daž?du kr?su sekcijas,,Meerdere Kleuren,,Flerfarge,,Multi Colot,,,,????????????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsN_East,,NEast,,zNEast,,Nord Øst,,Nordost,,Noreste,,Koillinen,,NEst,,Északkelet,,Nord Est,,Šiaur?s rytai,,Z Austrumi,,NoordOost,,NØst,,Pn-Wsch,,Nordeste,,??????-??????,,Severo-Východ,,Severoistok,,K Do?u,,????????? ????,,N?
AgOpenGPS,Culture\gStr,gsN_West,,NWest,,NWest,,Nord Vest,,Nordwest,,Noroeste,,Luode,,NOuest,,Északnyugat,,Nord Ovest,,Šiaur?s vakarai,,Z Rietumi,,NoordWest,,NVest,,Pn-Zach,,Noroeste,,??????-?????,,Severo-Západ,,Severozapad,,K Bat?,,????????? ?????,,N?
AgOpenGPS,Culture\gStr,gsNew,,New,,zNew,,Ny,,Neu,,Nuevo,,Uusi,,Nouveau,,Új,,Nuovo,,Naujas,,Jauns,,Nieuw,,Ny,,Nowy,,Novo,,?????,,Nový,,Nova,,Yeni,,?????,,??
AgOpenGPS,Culture\gStr,gsNextGuidanceLine,,Next Guidance Line,,,,Næste styrelinje,,Nächste Linie,,,,Seuraava Linja,,Ligne de guidage suivante,,Következ? nyomvonal,,Prossima Linea AB,,Sekanti navigavimo linija,,N?kam? navig?cijas l?nija,,Volgende lijn,,Neste veiledningslinje,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsNight,,Night,,,,Nat,,Nacht,,,,Yö,,Nuit,,Éjjel,,Notte,,Naktis,,Nakts,,Nacht,,Natt,,Noc,,,,????,,,,No?,,,,,,
AgOpenGPS,Culture\gStr,gsNoABLineActive,,No ABLine Active,,zNo ABLine Active,,Ingen Aktiv AB Linie,,Keine A-B Linie aktiv,,Ninguna Línea AB activa,,Ei aktiivista AB-linjaa,,Aucune ligne AB activée,,Nincs akítv AB vonal,,Nessuna Linea AB Attiva,,N?ra aktyvios AB linijos,,Nav akt?vas AB l?nijas,,Geen AB lijn actief,,Ingen AB-linje aktiv,,Brak aktywnej prostej AB,,Sem ABLine ativo,,??? ???????? (??) ?????,,Žiadna AB línia aktívna,,AB linija nije aktivna,,ABLine Etkin De?il,,????? ???????? (AB) ?????,,???AB?
AgOpenGPS,Culture\gStr,gsNoBoundary,,No Boundary,,zNo Boundary,,Ingen Kant,,Keine Außengrenze,,Ningún contorno activo,,Ei rajaa,,Aucune bordure,,Nincs határvonal,,Nessun Confine,,N?ra rib?,,Nav robežu,,Geen perceelgrens,,Ingen grense,,Brak granicy,,Sem limite,,??? ??????,,Žiadna hranica,,Nema granice,,S?n?rs?z,,????? ???,,???
AgOpenGPS,Culture\gStr,gsNoFieldsFound,,No Fields Found,,zNo Fields Found,,Ingen Mark Fundet,,Kein Feld gefunden,,Ninguna parcela encontrada,,Peltoja ei löydy,,Aucun champ trouvé,,Nem található terület,,Nessun Campo Trovato,,Nerasta lauk?,,Nav atrasts neviens lauks,,Geen percelen gevonden,,Ingen skifter funnet,,Nie znaleziono pól,,Nenhum campo encontrado,,???? ?? ???????,,Žiadne pole nenájdené,,Parcela nije prona?ena,,Alan Bulunamad?,,???? ?? ????????,,?????
AgOpenGPS,Culture\gStr,gsNoGuidanceLines,,No Guidance Lines,,zNo Guidance Lines,,Ingen Styrelinje,,Keine Führungslinien,,Ninguna línea de guía encontrada,,Ei ohjauslinjoja,,Aucune ligne de guidage,,Nincs irányvonal,,Nessuna Linea Guida,,N?ra navigacin?s linijos,,Nav navig?cija l?niju,,Geen geleidingslijnen,,Ingen kjørespor,,Brak linii nawigacyjnych,,Sem linhas de orientação,,??? ???????????? ?????,,Žiadne naviga?né línie,,Nema linija za navo?enje,,K?lavuz Hat Yok,,????? ???????????? ?????,,????
AgOpenGPS,Culture\gStr,gsNoSettingsWithIMU,,No Settings With IMU,,zNo Settings With IMU,,,,keine Einstellung mit IMU nötig,,Sin ajustes con IMU,,Ei asetuksia IMU: n kanssa,,Aucun paramètres  IMU,,Nem állítható IMUval,,Nessuna Configurazione con IMU,,N?ra nustatym? su IMU,,Nav iestat?jumu ar IMU,,Geen instellingen met IMU,,Ingen innstillinger med IMU,,Brak ustawie? IMU,,Sem configurações com IMU,,??? ???????? ? IMU,,Žiadne nastavenia IMU,,Nema IMU podešavanja,,,,????? ??????????? ? IMU,,
AgOpenGPS,Culture\gStr,gsNone,,None,,zNone,,Ingen,,keine,,Ninguno/a,,Ei mitään,,Aucun,,Nincs,,Nessuna  ,,Joks,,Nav,,NA,,Ingen,,Brak,,Nenhum,,???,,Žiadny,,Nijedna,,Hiçbiri,,?????,,?
AgOpenGPS,Culture\gStr,gsNoneUsed,,None Used,,zNone Used,,Ingen Brugt,,Keine verwendet,,Ninguno en uso,,Ei mitään käytetty,,Pas utilisé,,Nincs használva,,Non Usato,,Nenaudota,,Nav lietots,,Niet gebruikt,,Ingen brukt,,Nie wykorzystano,,Nenhum usado,,?? ????????????,,Ni? nepoužité,,Nijedna,,Hiçbiri kullan?lmad?,,?????? ?? ????????.,,???
AgOpenGPS,Culture\gStr,gsNorth,,North,,zNorth,,Nord,,Norden,,Norte,,Pohjoinen,,Nord,,Észak,,Nord   ,,Šiaur?,,Zieme?i,,Noord,,Nord,,Pó?noc,,Norte,,?????,,Sever,,Sever,,Kuzey,,??????,,??
AgOpenGPS,Culture\gStr,gsNothingDeleted,,Nothing Deleted,,zNothing Deleted,,Intet Slettet,,Es wurde nichts gelöscht,,Nada borrado,,Mitään ei poistettu,,Rien de supprimé,,Törlés megszakítva,,Nulla E' Stato Cancellato,,Niekas neištrinta,,Nekas nav izdz?sts,,Niets verwijderd,,Ingenting slettet,,Nic nie usuni?to,,Nada excluído,,?????? ?? ???????,,Ni? nebolo nevymazané,,Ništa nije obrisano,,Hiçbir ?ey Silinmedi,,?????? ?? ????????,,???
AgOpenGPS,Culture\gStr,gsNudge,,Nudge:,,,,Nudge,,,,,,Linjan Korjaus,,Décalage,,Nyomvonalelhúzás,,Spinta:,,Stumtelti,,Pab?d?t:,,Lijn-Nudge:,,,,,,,,????? ?????:,,,,Pomeraj,,,,,,
AgOpenGPS,Culture\gStr,gsNudgeDistance,,Nudge Distance,,,,Nudge afstand,,,,,,Linjan korjauksen etäisyys,,Distance de décalage,,Nyonvonal elhúzás távolsága,,Distanza Spinta,,Stumtel?jimo atstumas,,Nob?des att?lums,,Verplaats-afstand,,,,Odleg?o?? przesuni?cia,,,,,,,,Udaljenost,,,,,,
AgOpenGPS,Culture\gStr,gsNudgeRefTrack,,Move Reference Track,,,,,,Referenzspur verschieben,,,,Siirrä referenssilinjaa,,Déplacer chemin de référence,,Referencia vonal elmozgatása,,Sposta Traccia di Riferimento,,Perkelti sekimo linij?,,P?rvietot atsauces l?niju,,Verplaatst Referentie Lijn,,Flytt referansespor,,Przenie? ?cie?k? odniesienia,,,,????? ??????? ?????,,,,Pomeri referentnu liniju,,,,,,
AgOpenGPS,Culture\gStr,gsOff,,Off,,,,,,Aus,,,,Pois,,Off,,Ki,,Off,,,,Izsl?gts,,Uit,,Av,,Off,,,,????.,,,,OFF,,,,,,
AgOpenGPS,Culture\gStr,gsOffset,,Offset,,zOffset,,Offset,,Offset,,Offset (desfase),,Siirto,,Décalage,,Eltolás,,Offset,,Poslinkis,,Nob?de,,Verschuiving,,Forskyvning,,Przesuni?cie anteny,,Desvio,,????????,,Vzdialenos?,,Odstojanje,,Ofset,,????????,,??
AgOpenGPS,Culture\gStr,gsOffsetFix,,Offset Fix,,zOffset Fix,,Offset Fix,,Offset Fix,,Corregir desfase,,Pellon Keskitys,,Corriger décalage,,Fix eltolás,,Offset Fix,,Poslinkio pataisymas,,Nob?des labojums,,FIX verschuiving,,Forskyvningsfiksering,,Poprawka przesuni?cia,,Correção de deslocamento,,??????????? ????????,,Nastavenie posunutia,,Podešavanje odstojanja,,Ofset Düzeltme,,???????? ??????.,,????
AgOpenGPS,Culture\gStr,gsOn,,On,,,,,,An,,,,Päällä,,On,,Be,,On,,?jungta,,Iesl?gts,,Aan,,På,,On,,,,???.,,,,ON,,,,,,
AgOpenGPS,Culture\gStr,gsOnDelay,,On-Delay,,,,,,An-Delay,,,,Päällekytkennän viive,,Délais-On,,,,Delay-ON,,?jungimo uždelsimas,,Aktiviz?cijas aizkave,,Vertraging,,På-forsinkelse,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsOnOff,,On/Off,,,,,,Ein / Aus,,,,Päälle/Pois,,On/Off,,Be/Ki,,On/Off,,?jungta/išjungta,,Iesl?gt/izsl?gt,,Aan/Uit,,På/Av,,On/Off,,,,,,,,ON/OFF,,,,,,
AgOpenGPS,Culture\gStr,gsOpacity,,Opacity:,,,,Gennemsigtighed,,,,,,Läpinäkyvyys:,,Opacité:,,Átlátszóság,,Opacità:,,Permatomumas:,,Caursp?d?gums:,,Transparantie:,,Gjennomsiktighet:,,,,,,????????????:,,,,Transparetnost,,,,,,
AgOpenGPS,Culture\gStr,gsOpen,,Open,,zOpen,,Åben,,Öffnen,,Abrir,,Avaa,,Ouvrir,,Megnyit,,Apri,,Atidaryti,,Atv?rt,,Openen,,Åpne,,Otwórz,,Abrir,,???????,,Otvori?,,Otvori,,Aç?k,,?????????,,??
AgOpenGPS,Culture\gStr,gsOuter,,Outer,,zOuter,,Ydre,,Äußere,,Externo,,Ulko,,Extérieure,,Küls?,,Esterno,,Išorinis,,?r?jais,,Buitenste,,Ytre,,Zewn?trzny,,Exterior,,???????,,Vonkajšia,,Spoljni,,D??,,???????.,,???
AgOpenGPS,Culture\gStr,gsOverlap,,Overlap:,,,,,,Überlappung,,,,Limitys:,,Doublure,,Átfedés:,,Sormonto:,,Persidengimas,,P?rkl?jums:,,Overlapping:,,Overlapp:,,Nak?adka:,,,,,,,,Preklop:,,,,,,
AgOpenGPS,Culture\gStr,gsOverlapGap,,Overlap / Gap,,,,,,Überlappung / Lücke,,,,Limitys / Väli,,Chevauchement / Écart,,Átfedés / Kihagyás,,Sormonto / Spaziatura,,Persidengimas/Tarpas,,P?rkl?jums / sprauga,,Overlapping / Gat,,Overlapp / Gap,,Nak?adka / Odst?p,,,,?????????? / ???????,,,,Preklop/razmak,,,,,,
AgOpenGPS,Culture\gStr,gsOverride,,Override,,,,,,Manuell aktivieren,,,,Ylikirjoita,,Remplacer,,Felülír,,Sovrascrivi,,Nepaisyti,,Aizst?t,,Handmatig inschakelen,,Overstyring,,Zast?pi?,,,,????????,,,,Prepiši,,,,,,
AgOpenGPS,Culture\gStr,gsOvershootReduction,,Overshoot Reduction,,zOvershoot Reduction,,Overstyrings Reduction,,Überschwingungsreduzierung,,Reducción de sobreimpulso,,Ylitysvähennys,,Réduction de dépassement,,Kígyózás csökkentése,,Riduzione Superamento Linea,,Vairo persukimo sumažinimas,,P?rbrauciena samazin?šana,,Reduceer over-de-lijn reactie,,Reduksjon av overskridelse,,Redukcja przekroczenia,,Redução de excesso,,?????????? ??????????,,Redukcia prestrelení,,Smanjite reakciju preko linije,,Limit a??m? Azaltma,,?????. ????????? ,,????
AgOpenGPS,Culture\gStr,gsPass,,Pass #,,zPass #,,Træk #,,Durchgang #,,Nº de Pasadas,,Veto #,,Passage #,,Fogás #,,Passata,,Praleisti,,G?jiens #,,Werkgang #,,Passering #,,Przejazd nr,,Passar #,,??????? #,,Prejazd ?,,Prohod br,,Pass #,,?????? #,,??
AgOpenGPS,Culture\gStr,gsPasses,,Passes,,zPasses,,Træk,,Spuranzahl,,Pasadas,,Ajouria,,Passages,,Fogások,,Passate,,Praleidimai,,G?jieni,,Werkgangen,,Passeringer,,Przejazdy,,Passes,,?????????,,Prejazdy,,Prohodi,,Passes,,???????,,???
AgOpenGPS,Culture\gStr,gsPastEndOfCurve,,Past End Of Curve,,zPastEndOfCurve,,,,Ende der Kurve erreicht!,,,,Käyrän entinen loppu,,,,Elértük a vonal végét,,Raggiunto Fine Curva,,Už kreiv?s,,L?knes gals,,Einde Curve bereikt!,,Forbi kurvens ende,,,,Fim da Curva Passado,,????? ??????? ?????,,,,Prelaz kraja krive,,,,,,
AgOpenGPS,Culture\gStr,gsPause,,Pause,,zPause,,Pause,,Pause,,Pausa,,Tauko,,Pause,,Pause,,Pausa,,Pauz?,,Pauze,,Pauze,,Pause,,Pauza,,Pausa,,?????,,Pauza,,Pauza,,Duraklat,,?????,,??
AgOpenGPS,Culture\gStr,gsPivot,,Pivot,,,,,,Drehpunkt,,,,Pivot,,Pivot,,Csuklópont,,Pivot,,Pos?kio ašis,,Ri??ot,,Cirkel,,Pivot,,O?,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPivotDistance,,Pivot Distance,,,,,,Abstand Antenne zur Hinterachse,,,,Pivot Etäisyys,,Distance du pivot,,Csuklópont távolság,,Distanza Antenna da Asse Posteriore,,Atstumas nuo galin?s ašies,,Att?lums no aizmugur?j?s ass,,Afstand antenne tot achteras,,Pivotavstand,,Odleg?o?? obrotu,,,,?????????? ?? ???,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPlantPop,,Plant Pop,,,,,,Anlage,,,,Kasvitiheys,,,,T?szám,,,,Padargo pop,,,,Plant-actie,,Plantepop,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPleaseEnterABLine,,Please Enter ABLine,,zPlease Enter ABLine,,Vælg AB Linie,,Bitte A-B Linie eingeben,,Introducir una línea AB,,Syötä AB-Linja,,Entrer une ligne AB,,Adj meg AB vonalat,,Inserire Linea AB,,Prašome ?vesti ? AB linij?,,"L?dzu, ievadiet AB L?niju",,Volg AB lijn aub,,Vennligst skriv inn AB-linje,,Wprowad? Lini? AB,,Por favor insira ABLine,,"??????????, ??????? ????? ??",,Prosím vložte AB líniu,,Unesite AB Liniju,,Lütfen ABline girin,,"???? ?????, ??????? (AB) ?????",,???AB?
AgOpenGPS,Culture\gStr,gsPleaseWait,,Please Wait...,,,,Vent venligst,,Bitte warten...,,,,Odota...,,Attendez...,,Kérlek várj...,,Attendi...,,Palaukite...,,"L?dzu, pagaidiet ...",,Even wachten...,,Vennligst vent...,,Prosze czeka?...,,,,?????????? ?????...,,,,Molim sa?ekajte,,,,,,
AgOpenGPS,Culture\gStr,gsPoint,,Point,,,,Punkt,,Punkt,,,,Piste,,Point,,Pont,,Punto,,Taškas,,Punkts,,Punt,,Punkt,,Punkt,,,,?????,,,,Ta?ka,,,,,,
AgOpenGPS,Culture\gStr,gsPoints,,Points,,,,Punkter,,Punkte,,,,Pisteet,,Points,,Pontok,,Punti,,Taškai,,Punkti,,Punten,,Punkter,,Punkty,,,,?????,,,,Ta?ka,,,,,,
AgOpenGPS,Culture\gStr,gsPointsToProcess,,Points to Process,,,,Punkter at bearbejde,,Zu berechnende Punkte,,,,Prosessoitavat pisteet,,Points à traiter,,Pontok feldolgozása,,Punti da Calcolare,,Taškai apdorojimui,,Punkti apstr?dei,,Punten te berekenen,,Punkt å behandle,,Punkty do przetworzenia,,,,????? ??? ?????????,,,,Ta?ke za obradu,,,,,,
AgOpenGPS,Culture\gStr,gsPolygons,,Polygons,,,,,,Polygone,,,,Polygonit,,Polygones,,Polygonok,,Poligoni,,Poligonai,,Poligoni,,,,Polygoner,,,,,,????????,,,,Poligoni,,,,,,
AgOpenGPS,Culture\gStr,gsPowerLoss,,Power Loss Shutdown,,,,,,Herunterfahren ohne Netzteil,,,,Sammutus virtakatkoksen sattuessa,,Arrêt perte de charge,,Leállítás a töltés megsz?nésekor,,Spegnimento Mancata Alimentazione,,Išjungimas dingus maitinimui,,Izsl?gšana str?vas padeves p?rtraukuma gad?jum?,,Schakel uit op batterij,,Strømbrudd avstenging,,,,,,????. ??? ?????? ???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPresetColor,,Select Preset Color,,,,,,Voreingestellte Farbe auswählen,,,,Valitse oletus väri,,Sélect. couleur prédéfinie,,Válassz egy színt,,Seleziona Colore Preimpostato,,Pasirinkite spalv?,,Atlasiet iepriekš iestat?to kr?su,,Selecteer Preset Kleur,,Velg forhåndsinnstilt farge,,Wybierz wst?pnie ustawiony kolor,,,,???????? ????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPressureSensorValueLabel,,Pressure (bar),,zPressure,,Tryk (bar),,Druck (bar),,Presión (bar),,Paine (bar),,Pression (bar),,Nyomás (bar),,Pressione (bar),,Sl?gis (barais),,Spiediens (bar),,Bar,,Trykk (bar),,Ci?nienie (bar),,Pressão (barra),,???????? (???),,Tlak (bar),,Pritisak (bar),,Bas?nç (bar),,???? (???),,??(bar)
AgOpenGPS,Culture\gStr,gsPressureTurnSensor,,Pressure Turn Sensor,,,,,,Drucksensor,,,,Ohjauksen vapautuksen paineanturi,,Capteur pression,,Nyomás érzékel?,,Sensore di Pressione rotazione volante,,Pasukimo j?gos daviklis,,Pagrieziena sp?ka sensors,,Druk-sensor,,Trykkdreiesensor,,Czujnik skr?tu ci?nienia,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsPreview,,Preview,,,,,,Vorschau,,,,Esikatselu,,Aperçu,,El?nézet,,Anteprima,,Perži?ra,,Priekšskat?jums,,Voorbeeld,,Forhåndsvisning,,Podgl?d,,,,??????,,,,Pregled,,,,,,
AgOpenGPS,Culture\gStr,gsProblemMakingPath,,Problem Making Path,,zProblem Making Path,,Kan Ikke Oprette Sti,,Problem beim Erstellen des Pfades,,Problemas al crear una ruta,,Ongelman polun luonnissa,,Problème de création de chemin,,Probléma az útvonal készítésében,,Problema Creazione Percorso,,Problema kuriant keli?,,"Probl?ma, veidojot ce?u",,Probleem tijdens het maken van pad,,Klarer ikke å lage vei,,Problemy z utworzeniem ?cie?ki,,Caminho para criar problemas,,???????? ???????? ????,,Problém pri vytváraní cesty,,Problem pri kreiranju putanje,,Yol Yapma Problemi,,???????? ????????? ?????,,??????
AgOpenGPS,Culture\gStr,gsProgramWillExitPleaseRestart,,Program Will Exit Please Restart,,zProgram Will Exit Please Restart,,"Program Afsluttes, Venligst Genstart",,Programm wird beendet – bitte neu starten,,El programa se cerrará. Reinicie.,,"Ohjelma sulkeutuu, ole hyvä ja käynnistä uudelleen",,Problème persistant - Redémarrer,,"A program most kilép, indítsd el újra",,"Il Programma Verra' Chiuso, Riavviare",,"Programa išsijungs, prašome paleisti iš naujo",,"Programma tiks aizv?rta, l?dzu, restart?jiet",,"Programma word afgesloten, start opnieuw",,"Programmet vil avslutte, vennligst start på nytt",,Program zako?czy prac?. Uruchom ponownie,,"O programa será encerrado, reinicie",,?????????? ???????????. ?????????? ?????????????,,Program bude ukon?ený - Prosím reštartujte!,,"Gašenje programa, molim restartujte",,Programdan Ç?k?lacak Lütfen Yeniden Ba?lat?n,,????? ?? ???????? ???? ????? ??????????????,,????????
AgOpenGPS,Culture\gStr,gsProportionalGain,,Proportional Gain,,,,,,Proportionaler Faktor,,,,Suhteellinen vahvistus,,Gain proportionnel,,Agresszivitás,,Guadagno Proporzionale,,Proporcingas priart?jimas,,Proporcion?lais ieguvums,,Versterking,,Proposjonal økning,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsQuickAB,,Quick AB Line creator,,,,,,A+  AB-Gerade  AB-Kurve,,,,Pika AB-linjan luonti,,Créateur rapide de ligne AB,,Gyors AB készít?,,Creazione Veloce Linea AB,,Greitas AB k?rimas,,?tr? AB l?nijas izveidošana,,Snelle AB-lijn maken,,Hurtig AB-linje oppretter,,Szybki kreator linii AB,,,,??????? ???????? ????? ??,,,,Brza AB linija,,,,,,
AgOpenGPS,Culture\gStr,gsRaiseTime,,Raise Time,,,,Løfte tid,,Zeit erhöhen,,,,Nosto aika,,Temps montée,,Emelési id?zítés,,Tempo Di Alzata,,K?limo laikas,,Pacelšanas laiks,,Hef-tijd,,Løfte-tid,,Czas podnoszenia,,,,????? ???????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsRate,,Rate,,,,Dosering,,,,,,Määrä,,Taux,,Ráta,,Rateo,,Sparta,,?trums,,Ratio,,Dosering,,,,,,,,,,Tempo,,,,,,
AgOpenGPS,Culture\gStr,gsReallyResetEverything,,Really Reset Everything,,zReally Reset Everything,,"Helt Sikker, Nulstille alt",,Wirklich alles zurücksetzten?,,Necesario reiniciar todo,,Haluatko todella nollata kaikki,,Nécessité de tout réinitialiser,,Tényleg mindent töröl,,Resettare Tutto Per Davvero,,Nustatyti iš naujo,,Tieš?m atiestat?t visu,,Alles terugzetten naar defaults,,Tilbakestill alt. Helt sikker?,,Musisz wszystko ponownie zrestartowa?,,Realmente redefinir tudo,,???????? ?????????,,Naozaj všetko resetova??,,Da li zaista želite sve da resetujete?,,Her ?eyi Gerçekten S?f?rla,,??????? ??????? ???,,??????
AgOpenGPS,Culture\gStr,gsRecord,,Record,,zRecord,,Record,,Aufzeichnung,,Grabar,,Tallenna,,Enregistrer,,Rögzít,,Registrazione,,?rašas,,Ieraksts,,Registreren,,Ta opp,,Rejestruj,,Registro,,??????,,Nahráva?,,Upis,,Kay?t,,?????,,??
AgOpenGPS,Culture\gStr,gsRecordedPathFileIsCorrupt,,Recorded Path File Corrupt,,zRecorded Path File Corrupt,, Fejl I Optaget Fil/Sti,,Pfad Datei fehlerhaft,,Fichero de ruta corrupto,,Tallennettu polkutiedosto korruptoitu,,Fichier de chemin enregistré corrompu,,Rögzített útvonalt tartalmazó fájl sérült,,File Percorso Corrotto,,Sugadintas ?rašyto kelio failas,,Ierakst?tais ce?a fails ir boj?ts,,Opgenomen-pad bestand corrupt,,Vei-fil er korrupt,,Plik zarejestrowanej ?cie?ki jest uszkodzony,,Arquivo de caminho gravado corrompido,,?????????? ???? ???? ?????????,,Súbor s nahranou cestou je neplatný,,Fajl upisanih putanja je neispravan,,Kay?tl? Yol Dosyas? Bozuk,,???? ?????????? ????? ??????????,,??????
AgOpenGPS,Culture\gStr,gsRecordedPathMenu,,Recorded Path,,zRecordedPath,,Optaget sti,,Aufgezeichnete Pfade,,Fichero de ruta,,Tallennettu polku,,Chemin enregistré,,Rögzített útvonal,,Percorso Registrato,,?rašytas kelias,,Ierakst?tais ce?š,,Opgenomen pad Menu,,Innspilt vei,,Rejestruj ?cie?ki,,Caminho gravado,,?????? ????,,Nahraná trasa,,Upisane putanje,,,,????????? ????,,
AgOpenGPS,Culture\gStr,gsRecordedPathPicker,,Record Path Load,,,,Indlæs optaget sti,,Aufgezeichneten Pfad laden,,,,Tallenetun polun avaus,,Ouvrir chemin enregistré,,Rögzített útvonal betöltése,,Caricamento Percorso Registrato,,?kelti ?rašyt? keli?,,Iel?d?jiet ierakst?to ce?u,,Opgenomen Lijn Laden,,Last inn vei,,Za?aduj nagrana ?cie?k?,,,,????????? ?????????? ????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsReducedPoints,,Reduced Points,,,,,,Punkte reduzieren,,,,Vähennä Pisteitä,,,,Kevesebb pont,,Ridurre i Punti,,Sumažintas tašk? skai?ius,,Samazin?ts punktu skaits,,Verminder Punten,,Reduserte punkt,,,,,,,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsRemain,,Remain,,,,,,Verbleibend,,,,Jäljellä,,Restant,,Megtart,,Rimanente,,Liko,,Atlikušais,,Te doen,,Gjenstår,,Pozosta?o,,,,,,,,Preost.,,,,,,
AgOpenGPS,Culture\gStr,gsRemoveOffset,,Remove Offset,,,,Fjern offset,,Versatz entfernen,,,,Poista Offset,,Supprimer calibrage,,Eltolás törlése,,Rimozione Offset,,Panaikinti kompensavim?,,No?emt nob?di,,Verwijder Offset,,Fjern forskyvning,,Usu? przesuni?cie,,,,??????? ????????,,,,Ukini pomeraj,,,,,,
AgOpenGPS,Culture\gStr,gsReset,,Reset,,,,,,,,,,Nollaa,,Reset,,Reset,,Reset,,,,Atiestat?t,,Herstel,,Tilbakestill,,Reset,,,,?????,,,,,,,,,,
AgOpenGPS,Culture\gStr,gsResetAll,,Reset All,,zReset All,,Nulstil Alt,,Alles zurücksetzen,,Reiniciar Todo,,Nollaa kaikki,,Réinitialiser tout,,Minden törlése,,Resettare Tutto,,Iš naujo nustatyti visk?,,Atiestat?t visu,,Zet alles terug,,Tilbakestill alt,,Zresetuj wszystko,,Reiniciar tudo,,???????? ??? ?????????,,Resetova?,,Resetuj sve,,Hepsini s?f?rla,,??????? ???,,????
AgOpenGPS,Culture\gStr,gsResetAllForSure,,Reset All For Sure?,,zReset All For Sure?,,"Nulstil Alt, Er Du Sikker?",,Wirklich alles zurücksetzten?,,Seguro que desea reiniciar todo?,,Nollaa kaikki varmasti?,,Tout réinitialiser ?,,Biztosan mindent visszaállít?,,Sicuro Di Resettare Tutto?,,Ar tikrai iš naujo nustatyti visk??,,"Atiestat?t visu, Esi p?rliecin?ts?",,Weet u het zeker?,,Tilbakestill alt. Helt sikker?,,Czy na pewno zresetowa? wszystko?,,Redefinir tudo com certeza?,,???????? ???. ?? ????????,,Naozaj všetko resetova??,,Da li zaista želite sve da resetujete?,,Her ?eyi Kesin Olarak S?f?rla?,,??????? ???? ?? ?????????,,???????
